"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP0758","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2025-09-07,0.1,"Less than 1 year"
"EMP0759","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2021-01-18,4.74,"3-5 years"
"EMP0760","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2021-07-28,4.22,"3-5 years"
"EMP0761","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-01-20,1.74,"1-2 years"
"EMP0762","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2022-06-25,3.31,"3-5 years"
"EMP0763","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2019-10-09,6.02,"6-10 years"
"EMP0764","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","South",2024-06-02,1.37,"1-2 years"
"EMP0765","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2016-01-07,9.77,"6-10 years"
"EMP0766","Client Operations","Implementation","Manager","People Manager","Remote","South",2019-11-24,5.89,"3-5 years"
"EMP0767","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2022-09-15,3.08,"3-5 years"
"EMP0768","Client Operations","Implementation","Manager","People Manager","Hybrid","West",2023-04-01,2.54,"1-2 years"
"EMP0769","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2016-10-22,8.98,"6-10 years"
"EMP0770","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2015-11-17,9.91,"6-10 years"
"EMP0771","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2007-12-05,17.86,"11 or more years"
"EMP0772","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2025-04-05,0.53,"Less than 1 year"
"EMP0773","Client Operations","Implementation","Manager","People Manager","Remote","South",2019-03-12,6.6,"6-10 years"
"EMP0774","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2024-10-28,0.96,"Less than 1 year"
"EMP0775","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Midwest",2020-10-05,5.03,"3-5 years"
"EMP0776","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2022-08-16,3.16,"3-5 years"
"EMP0777","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2024-02-15,1.66,"1-2 years"
"EMP0778","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2024-05-08,1.44,"1-2 years"
"EMP0779","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2018-06-27,7.3,"6-10 years"
"EMP0780","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2025-08-26,0.14,"Less than 1 year"
"EMP0781","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2019-11-14,5.92,"3-5 years"
"EMP0782","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2025-10-13,0.01,"Less than 1 year"
"EMP0783","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2022-01-08,3.77,"3-5 years"
"EMP0784","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","Midwest",2015-04-04,10.53,"6-10 years"
"EMP0785","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2025-02-02,0.7,"Less than 1 year"
"EMP0786","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2024-07-18,1.24,"1-2 years"
"EMP0787","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","West",2020-05-28,5.38,"3-5 years"
"EMP0788","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2021-04-03,4.53,"3-5 years"
"EMP0789","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-11-25,5.89,"3-5 years"
"EMP0790","Client Operations","Implementation","Manager","Individual Contributor","On-site","Midwest",2014-07-11,11.26,"11 or more years"
"EMP0791","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2006-05-01,19.46,"11 or more years"
"EMP0792","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","Midwest",2024-09-07,1.1,"1-2 years"
"EMP0793","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","South",2019-12-15,5.83,"3-5 years"
"EMP0794","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","Northeast",2023-05-01,2.46,"1-2 years"
"EMP0795","Client Operations","Implementation","Manager","People Manager","Remote","Northeast",2025-10-01,0.04,"Less than 1 year"
"EMP0796","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2024-01-18,1.74,"1-2 years"
"EMP0797","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-08-25,3.14,"3-5 years"
"EMP0798","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","Northeast",2021-06-07,4.36,"3-5 years"
"EMP0799","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2023-07-31,2.21,"1-2 years"
"EMP0800","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2022-07-05,3.28,"3-5 years"
"EMP0801","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2024-03-09,1.6,"1-2 years"
"EMP0802","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2023-05-07,2.44,"1-2 years"
"EMP0803","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2021-05-29,4.38,"3-5 years"
"EMP0804","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","West",2020-01-11,5.76,"3-5 years"
"EMP0805","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-01-29,5.71,"3-5 years"
"EMP0806","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2007-10-29,17.96,"11 or more years"
"EMP0807","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2024-03-26,1.56,"1-2 years"
"EMP0808","Client Operations","Implementation","Manager","People Manager","On-site","Northeast",2023-12-02,1.87,"1-2 years"
"EMP0809","Client Operations","Implementation","Manager","People Manager","Remote","South",2016-02-04,9.69,"6-10 years"
"EMP0810","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2016-07-15,9.25,"6-10 years"
"EMP0811","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2019-11-11,5.93,"3-5 years"
"EMP0812","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2018-11-07,6.94,"6-10 years"
"EMP0813","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2023-08-09,2.18,"1-2 years"
"EMP0814","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2025-02-01,0.7,"Less than 1 year"
"EMP0815","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","West",2025-06-13,0.34,"Less than 1 year"
"EMP0816","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2020-12-26,4.8,"3-5 years"
"EMP0817","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","West",2020-02-03,5.7,"3-5 years"
"EMP0818","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2020-05-19,5.41,"3-5 years"
"EMP0819","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","South",2019-05-18,6.41,"6-10 years"
"EMP0820","Client Operations","Implementation","Manager","People Manager","Hybrid","South",2016-10-26,8.97,"6-10 years"
"EMP0821","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2019-05-25,6.39,"6-10 years"
"EMP0822","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2023-02-15,2.66,"1-2 years"
"EMP0823","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2016-12-29,8.79,"6-10 years"
"EMP0824","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2014-04-11,11.51,"11 or more years"
"EMP0825","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2015-09-27,10.05,"6-10 years"
"EMP0826","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2021-11-02,3.95,"3-5 years"
"EMP0827","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2024-08-03,1.2,"1-2 years"
"EMP0828","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2020-12-11,4.84,"3-5 years"
"EMP0829","Client Operations","Implementation","Professional","People Manager","Remote","South",2024-03-21,1.57,"1-2 years"
"EMP0830","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2018-11-23,6.89,"6-10 years"
"EMP0831","Client Operations","Implementation","Professional","People Manager","Hybrid","Northeast",2020-07-06,5.28,"3-5 years"
"EMP0832","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2025-01-19,0.74,"Less than 1 year"
"EMP0833","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-06-06,1.36,"1-2 years"
"EMP0834","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2015-09-26,10.05,"6-10 years"
"EMP0835","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","Midwest",2017-03-10,8.6,"6-10 years"
"EMP0836","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2016-05-13,9.42,"6-10 years"
"EMP0837","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","South",2017-07-13,8.26,"6-10 years"
"EMP0838","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2016-12-29,8.79,"6-10 years"
"EMP0839","Client Operations","Implementation","Manager","People Manager","Hybrid","West",2020-05-28,5.38,"3-5 years"
"EMP0840","Client Operations","Implementation","Manager","People Manager","Hybrid","West",2020-07-28,5.22,"3-5 years"
"EMP0841","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2008-05-02,17.45,"11 or more years"
"EMP0842","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2016-05-25,9.39,"6-10 years"
"EMP0843","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2018-03-07,7.61,"6-10 years"
"EMP0844","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2021-01-26,4.72,"3-5 years"
"EMP0845","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2016-08-12,9.17,"6-10 years"
"EMP0846","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-12-02,4.87,"3-5 years"
"EMP0847","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Northeast",2025-08-05,0.19,"Less than 1 year"
"EMP0848","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2021-06-24,4.31,"3-5 years"
"EMP0849","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-07-28,5.22,"3-5 years"
"EMP0850","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2022-10-08,3.02,"3-5 years"
"EMP0851","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2023-09-09,2.1,"1-2 years"
"EMP0852","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","South",2015-01-21,10.73,"6-10 years"
"EMP0853","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2010-02-20,15.65,"11 or more years"
"EMP0854","Client Operations","Implementation","Manager","People Manager","On-site","Midwest",2016-09-06,9.11,"6-10 years"
"EMP0855","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2023-11-17,1.91,"1-2 years"
"EMP0856","Client Operations","Implementation","Director and Above","People Manager","Hybrid","West",2023-09-05,2.11,"1-2 years"
"EMP0857","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","West",2008-02-05,17.69,"11 or more years"
"EMP0858","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2021-01-11,4.76,"3-5 years"
"EMP0859","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","South",2022-10-12,3.01,"3-5 years"
"EMP0860","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Midwest",2025-05-25,0.39,"Less than 1 year"
"EMP0861","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","South",2023-09-26,2.05,"1-2 years"
"EMP0862","Client Operations","Implementation","Senior Professional","People Manager","Hybrid","Northeast",2020-03-24,5.56,"3-5 years"
"EMP0863","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2016-10-16,9,"6-10 years"
"EMP0864","Client Operations","Implementation","Manager","Individual Contributor","Remote","South",2023-02-22,2.64,"1-2 years"
"EMP0865","Client Operations","Implementation","Director and Above","People Manager","Hybrid","South",2017-01-22,8.73,"6-10 years"
"EMP0866","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2022-01-11,3.76,"3-5 years"
"EMP0867","Client Operations","Implementation","Manager","People Manager","Hybrid","Midwest",2021-06-23,4.31,"3-5 years"
"EMP0868","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2021-03-23,4.56,"3-5 years"
"EMP0869","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2023-09-22,2.06,"1-2 years"
"EMP0870","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2024-04-12,1.51,"1-2 years"
"EMP0871","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2022-01-17,3.74,"3-5 years"
"EMP0872","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2022-02-13,3.67,"3-5 years"
"EMP0873","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2025-09-12,0.09,"Less than 1 year"
"EMP0874","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2023-10-17,2,"1-2 years"
"EMP0875","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2025-02-02,0.7,"Less than 1 year"
"EMP0876","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","West",2019-03-07,6.61,"6-10 years"
"EMP0877","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","Midwest",2021-06-14,4.34,"3-5 years"
"EMP0878","Client Operations","Implementation","Manager","People Manager","Hybrid","Midwest",2016-03-04,9.62,"6-10 years"
"EMP0879","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2025-09-19,0.07,"Less than 1 year"
"EMP0880","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","South",2015-07-20,10.24,"6-10 years"
"EMP0881","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2020-09-28,5.05,"3-5 years"
"EMP0882","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2014-04-03,11.53,"11 or more years"
"EMP0883","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2017-05-22,8.4,"6-10 years"
"EMP0884","Client Operations","Implementation","Manager","People Manager","Remote","Midwest",2020-09-04,5.11,"3-5 years"
"EMP0885","Client Operations","Implementation","Manager","People Manager","Hybrid","South",2019-10-02,6.04,"6-10 years"
"EMP0886","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2008-06-17,17.33,"11 or more years"
"EMP0887","Client Operations","Implementation","Professional","People Manager","Hybrid","Midwest",2024-02-28,1.63,"1-2 years"
"EMP0888","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","West",2022-08-30,3.13,"3-5 years"
"EMP0889","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2022-09-30,3.04,"3-5 years"
"EMP0890","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-03-28,3.55,"3-5 years"
"EMP0891","Client Operations","Implementation","Director and Above","People Manager","On-site","Northeast",2017-10-21,7.98,"6-10 years"
"EMP0892","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2025-03-14,0.59,"Less than 1 year"
"EMP0893","Client Operations","Implementation","Manager","People Manager","Hybrid","West",2017-06-05,8.36,"6-10 years"
"EMP0894","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2023-02-16,2.66,"1-2 years"
"EMP0895","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2025-06-06,0.36,"Less than 1 year"
"EMP0896","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","South",2025-05-10,0.43,"Less than 1 year"
"EMP0897","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2021-03-03,4.62,"3-5 years"
"EMP0898","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2023-03-09,2.6,"1-2 years"
"EMP0899","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2022-10-14,3,"3-5 years"
"EMP0900","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2025-05-12,0.43,"Less than 1 year"
"EMP0901","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2006-12-25,18.81,"11 or more years"
"EMP0902","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2023-10-07,2.02,"1-2 years"
"EMP0903","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2025-06-15,0.33,"Less than 1 year"
"EMP0904","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","West",2017-02-23,8.64,"6-10 years"
"EMP0905","Client Operations","Implementation","Director and Above","People Manager","Hybrid","South",2019-07-08,6.27,"6-10 years"
"EMP0906","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2024-05-30,1.38,"1-2 years"
"EMP0907","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2025-02-08,0.68,"Less than 1 year"
"EMP0908","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2010-10-12,15.01,"11 or more years"
"EMP0909","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2024-11-30,0.87,"Less than 1 year"
"EMP0910","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2022-10-08,3.02,"3-5 years"
"EMP0911","Client Operations","Implementation","Manager","People Manager","Hybrid","Northeast",2019-10-24,5.98,"3-5 years"
"EMP0912","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2019-11-17,5.91,"3-5 years"
"EMP0913","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2025-04-03,0.53,"Less than 1 year"
"EMP0914","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","Northeast",2018-11-21,6.9,"6-10 years"
"EMP0915","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","South",2024-06-09,1.35,"1-2 years"
"EMP0916","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2014-08-21,11.15,"11 or more years"
"EMP0917","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","Midwest",2017-11-20,7.9,"6-10 years"
"EMP0918","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2023-06-27,2.3,"1-2 years"
"EMP0919","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2022-12-21,2.82,"1-2 years"
"EMP0920","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-12-06,2.86,"1-2 years"
"EMP0921","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2025-08-17,0.16,"Less than 1 year"
"EMP0922","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-10-04,3.03,"3-5 years"
"EMP0923","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2023-06-09,2.35,"1-2 years"
"EMP0924","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","West",2025-02-27,0.63,"Less than 1 year"
"EMP0925","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2019-09-15,6.08,"6-10 years"
"EMP0926","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2018-05-06,7.44,"6-10 years"
"EMP0927","Client Operations","Implementation","Director and Above","People Manager","Remote","Midwest",2024-03-17,1.58,"1-2 years"
"EMP0928","Client Operations","Implementation","Manager","Individual Contributor","Remote","Northeast",2016-04-29,9.46,"6-10 years"
"EMP0929","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2022-01-25,3.72,"3-5 years"
"EMP0930","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2025-01-31,0.7,"Less than 1 year"
"EMP0931","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2025-10-14,0,"Less than 1 year"
"EMP0932","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-03-09,3.6,"3-5 years"
"EMP0933","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2024-11-12,0.92,"Less than 1 year"
"EMP0934","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2019-02-21,6.65,"6-10 years"
"EMP0935","Client Operations","Implementation","Senior Professional","People Manager","Hybrid","Midwest",2009-08-02,16.2,"11 or more years"
"EMP0936","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2021-12-13,3.84,"3-5 years"
"EMP0937","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2024-08-30,1.13,"1-2 years"
"EMP0938","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2025-05-21,0.4,"Less than 1 year"
"EMP0939","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2025-04-28,0.47,"Less than 1 year"
"EMP0940","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2020-09-01,5.12,"3-5 years"
"EMP0941","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2014-08-08,11.19,"11 or more years"
"EMP0942","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2023-04-27,2.47,"1-2 years"
"EMP0943","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2023-04-10,2.52,"1-2 years"
"EMP0944","Client Operations","Implementation","Manager","People Manager","Hybrid","Northeast",2022-10-28,2.97,"1-2 years"
"EMP0945","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2021-11-06,3.94,"3-5 years"
"EMP0946","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2020-12-29,4.79,"3-5 years"
"EMP0947","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2024-05-07,1.44,"1-2 years"
"EMP0948","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Midwest",2023-04-17,2.5,"1-2 years"
"EMP0949","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2024-05-19,1.41,"1-2 years"
"EMP0950","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","South",2023-06-22,2.32,"1-2 years"
"EMP0951","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2016-11-29,8.88,"6-10 years"
"EMP0952","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2022-05-01,3.46,"3-5 years"
"EMP0953","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","Northeast",2008-02-04,17.69,"11 or more years"
"EMP0954","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2021-02-26,4.63,"3-5 years"
"EMP0955","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2024-06-18,1.33,"1-2 years"
"EMP0956","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","South",2007-12-26,17.8,"11 or more years"
"EMP0957","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","Northeast",2017-02-28,8.63,"6-10 years"
"EMP0958","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2019-12-03,5.87,"3-5 years"
"EMP0959","Client Operations","Implementation","Manager","People Manager","On-site","South",2022-10-19,2.99,"1-2 years"
"EMP0960","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2024-08-16,1.16,"1-2 years"
"EMP0961","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2022-10-16,3,"3-5 years"
"EMP0962","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2023-07-19,2.24,"1-2 years"
"EMP0963","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2018-01-02,7.78,"6-10 years"
"EMP0964","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","Northeast",2022-05-24,3.39,"3-5 years"
"EMP0965","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","West",2005-12-07,19.85,"11 or more years"
"EMP0966","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2019-10-03,6.03,"6-10 years"
"EMP0967","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-11-28,1.88,"1-2 years"
"EMP0968","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","West",2022-04-21,3.49,"3-5 years"
"EMP0969","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","South",2025-01-12,0.76,"Less than 1 year"
"EMP0970","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2024-09-16,1.08,"1-2 years"
"EMP0971","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","West",2025-09-17,0.08,"Less than 1 year"
"EMP0972","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2019-12-06,5.86,"3-5 years"
"EMP0973","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2025-08-18,0.16,"Less than 1 year"
"EMP0974","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","West",2021-12-16,3.83,"3-5 years"
"EMP0975","Client Operations","Implementation","Director and Above","People Manager","Hybrid","Northeast",2021-07-06,4.28,"3-5 years"
"EMP0976","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2017-09-25,8.05,"6-10 years"
"EMP0977","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2011-07-16,14.25,"11 or more years"
"EMP0978","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2022-09-30,3.04,"3-5 years"
"EMP0979","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2023-05-15,2.42,"1-2 years"
"EMP0980","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","West",2024-01-27,1.72,"1-2 years"
"EMP0981","Client Operations","Implementation","Manager","People Manager","On-site","Northeast",2023-05-28,2.38,"1-2 years"
"EMP0982","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2016-03-26,9.56,"6-10 years"
"EMP0983","Client Operations","Implementation","Senior Professional","People Manager","Hybrid","West",2012-02-28,13.63,"11 or more years"
"EMP0984","Client Operations","Implementation","Manager","People Manager","Hybrid","South",2016-11-04,8.94,"6-10 years"
"EMP0985","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2011-06-23,14.31,"11 or more years"
"EMP0986","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-12-03,0.87,"Less than 1 year"
"EMP0987","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2022-06-27,3.3,"3-5 years"
"EMP0988","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2022-09-28,3.05,"3-5 years"
"EMP0989","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2020-08-19,5.16,"3-5 years"
"EMP0990","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2024-03-18,1.58,"1-2 years"
"EMP0991","Client Operations","Implementation","Manager","People Manager","On-site","West",2020-04-27,5.47,"3-5 years"
"EMP0992","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2020-03-25,5.56,"3-5 years"
"EMP0993","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2017-03-30,8.54,"6-10 years"
"EMP0994","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-01-12,1.76,"1-2 years"
"EMP0995","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2019-04-19,6.49,"6-10 years"
