"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group","employment_end_date","survey_wave","survey_date","eligible","invited","response_probability","responded","eng_01","eng_02","eng_03","eng_04","mgr_01","mgr_02","mgr_03","mgr_04","psy_01","psy_02","psy_03","psy_04","grw_01","grw_02","grw_03","grw_04","wrk_01","wrk_02","wrk_03","wrk_04","blg_01","blg_02","blg_03","blg_04","its_01","its_02","ovl_01","valid_likert_items","item_completion_rate","usable_response","comment_01","engagement","manager_effectiveness","psychological_safety","growth_development","workload_sustainability","belonging","intent_to_stay"
"EMP0180","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","West",2017-09-16,8.08,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE,5,5,5,3,3,2,2,1,2,2,4,4,2,1,1,2,1,1,1,1,2,1,4,2,2,1,2,27,1,TRUE,NA,4.5,2,3,1.5,1,2.25,1.5
"EMP0182","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2023-07-10,2.27,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,2,4,4,2,4,3,4,4,4,2,2,2,2,1,5,2,5,5,5,5,5,3,3,4,2,4,4,27,1,TRUE,"I would like more recognition for good work.",3,3.75,2.5,2.5,5,3.75,3
"EMP0182","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2023-07-10,2.27,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,1,NA,2,2,3,4,4,NA,5,4,4,4,5,1,2,5,2,2,2,1,3,5,1,4,1,4,4,25,0.925925925925926,TRUE,"I would like clearer information about career growth opportunities.",1.66666666666667,3.66666666666667,4.25,3.25,1.75,3.25,2.5
"EMP0183","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2017-11-16,7.91,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,3,5,5,4,4,3,4,3,4,3,4,3,3,2,4,4,3,5,4,4,5,2,2,2,2,1,3,27,1,TRUE,"More consistent feedback from managers would be helpful.",4.25,3.5,3.5,3.25,4,2.75,1.5
"EMP0183","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2017-11-16,7.91,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,4,2,1,4,1,5,5,1,4,3,3,4,NA,5,5,4,4,2,4,2,1,1,3,2,1,4,4,26,0.962962962962963,TRUE,"I would appreciate more support with workload and competing priorities.",2.75,3,3.5,4.66666666666667,3,1.75,2.5
"EMP0184","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2020-03-21,5.57,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE,5,5,5,5,5,5,5,5,2,1,1,2,5,4,4,3,4,1,4,2,3,2,2,2,5,5,5,27,1,TRUE,NA,5,5,1.5,4,2.75,2.25,5
"EMP0185","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2018-07-02,7.29,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,5,5,2,4,2,3,2,4,4,5,5,5,3,2,5,5,2,1,3,5,NA,3,5,5,4,5,26,0.962962962962963,TRUE,NA,4,2.75,4.5,3.75,2.75,4.33333333333333,4.5
"EMP0185","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2018-07-02,7.29,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,5,2,2,2,1,2,3,1,1,3,1,1,1,1,NA,2,1,1,1,1,1,2,2,1,1,1,26,0.962962962962963,TRUE,"More consistent feedback from managers would be helpful.",2.75,2,1.5,1,1.25,1.5,1
"EMP0186","Client Operations","Customer Support","Professional","People Manager","On-site","West",2022-11-13,2.92,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE,1,1,3,3,3,4,3,4,NA,2,1,2,5,5,5,2,4,5,5,4,2,3,4,1,2,2,3,26,0.962962962962963,TRUE,"I would appreciate more support with workload and competing priorities.",2,3.5,1.66666666666667,4.25,4.5,2.5,2
"EMP0187","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2021-10-17,3.99,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,4,5,4,2,1,2,3,4,5,5,2,4,5,5,3,4,4,4,4,4,5,4,2,5,5,NA,26,0.962962962962963,TRUE,"No major changes are needed at this time.",4.5,2,4,4.25,4,3.75,5
"EMP0188","Client Operations","Customer Support","Director and Above","People Manager","Remote","South",2014-11-23,10.89,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,4,4,2,2,3,NA,4,5,5,5,5,5,5,3,4,5,2,NA,1,1,2,5,4,5,5,4,4,25,0.925925925925926,TRUE,NA,3,4,5,4.25,1.33333333333333,4,4.5
"EMP0188","Client Operations","Customer Support","Director and Above","People Manager","Remote","South",2014-11-23,10.89,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,5,5,5,5,5,5,5,NA,1,5,1,3,4,3,4,3,2,5,4,3,5,4,2,5,5,2,3,26,0.962962962962963,TRUE,"More opportunities to collaborate across teams would improve my experiences.",5,5,2.5,3.5,3.5,4,3.5
"EMP0189","Client Operations","Customer Support","Manager","People Manager","Hybrid","Midwest",2012-04-03,13.53,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.57,TRUE,1,1,1,2,1,5,1,3,2,1,2,2,1,1,1,1,1,2,NA,1,1,1,3,2,1,1,1,26,0.962962962962963,TRUE,"Clearer communication about organizational priorities would be helpful.",1.25,2.5,1.75,1,1.33333333333333,1.75,1
"EMP0189","Client Operations","Customer Support","Manager","People Manager","Hybrid","Midwest",2012-04-03,13.53,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.57,TRUE,3,NA,4,4,1,1,1,2,1,1,2,3,3,3,2,1,2,3,1,2,2,1,3,1,2,4,1,26,0.962962962962963,TRUE,"I would like clearer information about career growth opportunities.",3.66666666666667,1.25,1.75,2.25,2,1.75,3
"EMP0191","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2020-04-01,5.54,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE,2,5,3,1,2,2,2,3,4,4,3,5,1,1,2,2,5,5,3,5,2,4,5,4,4,5,4,27,1,TRUE,"I would appreciate more support with workload and competing priorities.",2.75,2.25,4,1.5,4.5,3.75,4.5
"EMP0191","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2020-04-01,5.54,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE,1,1,1,1,3,1,2,1,3,2,5,2,2,4,4,2,4,2,3,NA,3,2,3,5,4,2,1,26,0.962962962962963,TRUE,"I would like clearer information about career growth opportunities.",1,1.75,3,3,3,3.25,3
"EMP0192","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Midwest",2024-08-16,1.16,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.56,TRUE,5,4,5,4,2,3,4,1,4,5,3,2,4,4,5,4,3,2,4,1,4,4,3,4,4,3,4,27,1,TRUE,"More consistent feedback from managers would be helpful.",4.5,2.5,3.5,4.25,2.5,3.75,3.5
"EMP0192","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Midwest",2024-08-16,1.16,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,TRUE,5,2,4,2,2,1,1,5,1,2,2,NA,4,5,4,4,4,4,NA,5,5,5,5,3,4,1,5,25,0.925925925925926,TRUE,"Clearer communication about organizational priorities would be helpful.",3.25,2.25,1.66666666666667,4.25,4.33333333333333,4.5,2.5
"EMP0193","Client Operations","Customer Support","Senior Professional","People Manager","On-site","Northeast",2007-09-10,18.1,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE,2,4,NA,3,4,5,4,5,5,4,2,2,5,5,5,2,2,5,4,3,5,5,1,5,4,4,5,26,0.962962962962963,TRUE,"I would appreciate more support with workload and competing priorities.",3,4.5,3.25,4.25,3.5,4,4
"EMP0194","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2017-10-04,8.03,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,3,5,2,4,4,2,5,5,5,4,4,5,4,3,5,1,3,2,1,5,3,4,3,4,3,4,27,1,TRUE,"More opportunities to collaborate across teams would improve my experiences.",3.75,3.75,4.5,4.25,1.75,3.75,3.5
"EMP0194","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2017-10-04,8.03,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,1,1,2,1,2,4,3,4,1,2,1,1,2,3,2,1,4,2,2,4,2,2,NA,4,1,1,1,26,0.962962962962963,TRUE,NA,1.25,3.25,1.25,2,3,2.66666666666667,1
"EMP0195","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2008-06-28,17.3,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.57,TRUE,2,5,5,5,4,3,2,1,4,4,3,1,1,1,1,2,5,4,3,3,5,4,2,4,5,1,4,27,1,TRUE,"I would like more recognition for good work.",4.25,2.5,3,1.25,3.75,3.75,3
"EMP0195","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2008-06-28,17.3,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.57,TRUE,1,2,1,1,5,NA,3,2,1,2,2,1,2,1,2,4,4,4,NA,NA,5,2,3,5,3,3,2,24,0.888888888888889,TRUE,"I would appreciate more support with workload and competing priorities.",1.25,3.33333333333333,1.5,2.25,4,3.75,3
"EMP0196","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","West",2022-10-22,2.98,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,1,1,1,2,3,2,2,1,5,5,4,5,1,1,NA,2,5,5,5,4,1,1,2,2,4,2,2,26,0.962962962962963,TRUE,"I would appreciate more support with workload and competing priorities.",1.25,2,4.75,1.33333333333333,4.75,1.5,3
"EMP0196","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","West",2022-10-22,2.98,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,1,3,3,1,1,2,NA,3,3,4,1,1,2,2,1,1,5,3,2,2,1,1,2,2,2,3,1,26,0.962962962962963,TRUE,"More opportunities to collaborate across teams would improve my experiences.",2,2,2.25,1.5,3,1.5,2.5
"EMP0197","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2024-06-13,1.34,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,1,5,2,3,4,2,4,5,4,5,3,4,3,2,2,2,4,5,5,4,2,4,2,2,2,2,5,27,1,TRUE,NA,2.75,3.75,4,2.25,4.5,2.5,2
"EMP0197","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2024-06-13,1.34,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,2,5,4,3,2,5,2,4,5,5,5,5,5,3,4,NA,5,5,5,5,3,2,1,4,3,4,2,26,0.962962962962963,TRUE,"More opportunities to collaborate across teams would improve my experiences.",3.5,3.25,5,4,5,2.5,3.5
"EMP0198","Client Operations","Customer Support","Senior Professional","People Manager","On-site","South",2016-05-22,9.4,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,3,2,2,1,2,2,2,4,1,NA,1,NA,4,3,3,2,2,2,1,2,1,1,1,1,1,1,1,25,0.925925925925926,TRUE,"More opportunities for professional development would improve my experience.",2,2.5,1,3,1.75,1,1
"EMP0199","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Northeast",2020-06-25,5.31,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,NA,2,NA,3,2,5,3,4,4,2,5,2,5,2,5,4,4,NA,3,3,3,4,NA,NA,5,4,4,22,0.814814814814815,TRUE,"I would appreciate more support with workload and competing priorities.",2.5,3.5,3.25,4,3.33333333333333,3.5,4.5
"EMP0200","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2017-11-05,7.94,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,4,3,2,4,4,2,5,2,1,3,1,5,5,NA,5,5,2,4,NA,1,5,3,3,3,5,3,25,0.925925925925926,TRUE,"More opportunities for professional development would improve my experience.",3.5,3.75,1.75,5,3.66666666666667,3,4
"EMP0200","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2017-11-05,7.94,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,4,5,5,5,5,5,5,4,4,5,5,4,3,4,3,4,4,4,5,NA,3,3,5,NA,5,5,25,0.925925925925926,TRUE,"Clearer communication about organizational priorities would be helpful.",4.75,5,4.5,3.5,4.25,3.66666666666667,NA
"EMP0201","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","South",2022-01-13,3.75,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,2,5,4,4,5,3,4,4,5,5,4,5,4,5,1,4,1,4,4,5,NA,5,5,5,4,NA,5,25,0.925925925925926,TRUE,"Clearer communication about organizational priorities would be helpful.",3.75,4,4.75,3.5,3.5,5,NA
"EMP0201","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","South",2022-01-13,3.75,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,5,5,5,4,4,NA,4,2,2,4,4,1,4,3,5,5,4,1,4,4,3,2,5,4,2,5,3,26,0.962962962962963,TRUE,NA,4.75,3.33333333333333,2.75,4.25,3.25,3.5,3.5
"EMP0202","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2007-04-08,18.52,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE,5,5,5,4,1,3,5,4,1,3,4,2,2,3,2,2,1,1,2,1,2,2,1,5,4,2,4,27,1,TRUE,NA,4.75,3.25,2.5,2.25,1.25,2.5,3
"EMP0203","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2018-06-29,7.3,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE,2,NA,3,4,1,1,4,1,2,NA,2,3,1,4,2,3,3,NA,3,5,2,1,1,2,1,1,2,24,0.888888888888889,TRUE,NA,3,1.75,2.33333333333333,2.5,3.66666666666667,1.5,1
"EMP0203","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2018-06-29,7.3,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE,2,1,1,2,1,1,1,1,5,2,2,5,4,5,2,4,4,4,5,3,5,2,3,3,2,1,4,27,1,TRUE,"No major changes are needed at this time.",1.5,1,3.5,3.75,4,3.25,1.5
"EMP0204","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2023-02-14,2.67,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE,4,5,4,4,4,2,3,2,4,5,4,5,2,2,2,3,2,3,5,2,3,NA,3,1,3,4,4,26,0.962962962962963,TRUE,"I would like clearer information about career growth opportunities.",4.25,2.75,4.5,2.25,3,2.33333333333333,3.5
"EMP0205","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Midwest",2024-04-18,1.49,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,1,1,2,1,1,2,3,3,2,3,1,3,3,3,2,4,3,4,4,4,5,4,3,2,4,3,1,27,1,TRUE,"More opportunities for professional development would improve my experience.",1.25,2.25,2.25,3,3.75,3.5,3.5
"EMP0205","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Midwest",2024-04-18,1.49,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,2,4,1,1,4,5,4,3,5,3,4,4,4,4,NA,5,2,1,2,3,5,5,4,5,4,2,2,26,0.962962962962963,TRUE,"I would like more recognition for good work.",2,4,4,4.33333333333333,2,4.75,3
"EMP0206","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-05-09,0.44,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE,4,4,3,1,1,1,2,1,NA,5,5,5,5,5,4,4,2,2,2,2,4,4,5,4,1,5,5,26,0.962962962962963,TRUE,"I would like more recognition for good work.",3,1.25,5,4.5,2,4.25,3
"EMP0206","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-05-09,0.44,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,3,3,5,4,2,2,1,2,1,2,2,1,2,3,1,2,4,4,5,4,NA,1,1,1,3,2,2,26,0.962962962962963,TRUE,NA,3.75,1.75,1.5,2,4.25,1,2.5
"EMP0207","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2024-06-21,1.32,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,3,4,1,5,5,4,4,5,NA,5,4,5,4,4,4,NA,3,4,5,2,5,4,2,5,4,4,3,25,0.925925925925926,TRUE,"More opportunities to collaborate across teams would improve my experiences.",3.25,4.5,4.66666666666667,4,3.5,4,4
"EMP0208","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2020-09-29,5.04,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,1,3,2,1,2,2,1,2,2,3,2,3,3,4,4,1,4,2,2,1,1,1,1,1,1,1,27,1,TRUE,"I would like clearer information about career growth opportunities.",2.5,1.5,2.25,3.5,2.25,1,1
"EMP0208","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2020-09-29,5.04,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,4,2,1,3,4,3,5,4,2,3,5,1,3,4,5,2,4,4,5,4,4,2,5,2,4,3,1,27,1,TRUE,"More opportunities to collaborate across teams would improve my experiences.",2.5,4,2.75,3.5,4.25,3.25,3.5
"EMP0209","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2020-09-01,5.12,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,NA,2,1,4,1,1,2,3,2,4,1,5,4,5,4,3,2,1,4,2,3,4,3,4,2,2,3,26,0.962962962962963,TRUE,"No major changes are needed at this time.",2.33333333333333,1.75,3,4,2.25,3.5,2
"EMP0209","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2020-09-01,5.12,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,4,3,3,5,5,5,5,4,2,3,3,4,3,3,3,5,3,4,4,3,2,2,4,3,5,4,27,1,TRUE,"More opportunities for professional development would improve my experience.",3.75,5,3,3.25,4,2.75,4
"EMP0210","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-11-27,4.88,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,4,5,5,2,3,1,3,1,2,2,2,5,5,4,5,3,3,5,2,5,4,5,5,4,5,3,27,1,TRUE,"More opportunities to collaborate across teams would improve my experiences.",4.75,2.25,1.75,4.75,3.25,4.75,4.5
"EMP0210","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-11-27,4.88,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,4,5,4,3,4,4,4,4,4,5,4,4,5,5,4,5,5,4,2,3,5,4,5,4,5,5,4,27,1,TRUE,"More opportunities to collaborate across teams would improve my experiences.",4,4,4.25,4.75,3.5,4.5,5
"EMP0211","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2022-11-15,2.92,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.56,TRUE,4,2,2,1,4,5,3,1,3,2,4,5,4,3,4,4,4,2,1,3,4,3,3,3,4,3,4,27,1,TRUE,"More consistent feedback from managers would be helpful.",2.25,3.25,3.5,3.75,2.5,3.25,3.5
"EMP0211","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2022-11-15,2.92,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,TRUE,4,4,3,1,5,3,3,4,1,4,2,1,4,5,4,5,3,1,4,1,2,2,4,2,3,3,1,27,1,TRUE,NA,3,3.75,2,4.5,2.25,2.5,3
"EMP0212","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","West",2022-03-01,3.62,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,2,1,2,1,4,2,NA,5,5,5,5,1,2,2,1,4,3,5,3,4,4,5,5,1,2,1,26,0.962962962962963,TRUE,"More opportunities for professional development would improve my experience.",1.75,2.33333333333333,5,1.5,3.75,4.5,1.5
"EMP0212","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","West",2022-03-01,3.62,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,4,4,5,5,3,5,4,5,4,5,3,4,1,3,2,2,5,4,4,4,3,2,1,2,4,4,3,27,1,TRUE,"I would appreciate more support with workload and competing priorities.",4.5,4.25,4,2,4.25,2,4
"EMP0216","Client Operations","Customer Support","Manager","People Manager","On-site","Midwest",2016-06-18,9.33,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,2,5,3,3,3,3,5,3,1,4,2,5,5,5,5,1,4,3,2,4,2,4,5,2,4,1,27,1,TRUE,"More consistent feedback from managers would be helpful.",3,3.5,2.5,5,2.5,3.75,3
"EMP0217","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2022-12-11,2.84,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE,4,3,NA,2,4,5,4,4,1,1,4,2,5,2,4,2,5,5,4,4,3,3,4,2,4,5,3,26,0.962962962962963,TRUE,"I would like clearer information about career growth opportunities.",3,4.25,2,3.25,4.5,3,4.5
"EMP0217","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2022-12-11,2.84,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE,1,2,2,2,1,1,1,2,2,5,1,2,2,1,2,2,2,4,4,1,3,1,3,2,1,2,1,27,1,TRUE,"No major changes are needed at this time.",1.75,1.25,2.5,1.75,2.75,2.25,1.5
"EMP0219","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2025-03-24,0.56,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE,3,5,2,4,5,5,5,2,4,5,4,5,5,5,4,3,3,2,1,2,4,5,5,5,4,3,5,27,1,TRUE,"I would like more recognition for good work.",3.5,4.25,4.5,4.25,2,4.75,3.5
"EMP0219","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2025-03-24,0.56,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,TRUE,5,NA,4,2,2,2,2,3,4,4,1,2,4,3,4,4,5,2,5,5,2,3,4,2,2,5,2,26,0.962962962962963,TRUE,"I would like more recognition for good work.",3.66666666666667,2.25,2.75,3.75,4.25,2.75,3.5
"EMP0221","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2020-05-14,5.42,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,2,NA,2,2,1,1,4,1,2,1,4,1,1,1,1,2,3,2,2,1,NA,1,1,1,1,1,25,0.925925925925926,TRUE,"No major changes are needed at this time.",2,2,2,1,2.25,1,1
"EMP0221","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2020-05-14,5.42,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,4,4,3,2,4,5,5,4,1,2,2,2,4,2,2,5,4,5,4,1,3,1,2,3,4,3,27,1,TRUE,"More consistent feedback from managers would be helpful.",4,4,2.25,2.5,4.5,1.75,3.5
"EMP0222","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","South",2013-06-25,12.31,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,4,1,NA,3,5,5,5,5,5,5,5,5,3,NA,3,5,5,5,4,5,4,4,2,5,5,2,25,0.925925925925926,TRUE,"I would like more recognition for good work.",2.33333333333333,4.5,5,3.66666666666667,4.75,3.75,5
"EMP0224","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2019-01-20,6.74,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,4,3,4,5,5,5,4,NA,5,4,1,3,1,1,1,5,5,5,5,3,2,1,2,4,4,4,26,0.962962962962963,TRUE,"I would like more recognition for good work.",4,4.75,3.33333333333333,1.5,5,2,4
"EMP0225","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2020-10-16,5,"3-5 years",2026-03-13,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,2,2,3,4,4,1,3,2,1,1,1,4,5,5,4,5,3,1,4,3,2,2,1,2,2,3,27,1,TRUE,"I would like clearer information about career growth opportunities.",2.25,3,1.25,4.5,3.25,2,2
"EMP0226","Client Operations","Customer Support","Manager","People Manager","Hybrid","West",2022-12-14,2.84,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,4,1,5,4,4,4,3,4,4,4,4,4,5,4,3,5,1,4,3,5,1,4,4,3,5,2,NA,26,0.962962962962963,TRUE,NA,3.5,3.75,4,4.25,3.25,3,3.5
"EMP0228","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2016-01-30,9.71,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,3,2,3,3,4,3,NA,3,3,NA,1,3,2,2,2,2,5,5,5,5,4,2,4,2,4,1,4,25,0.925925925925926,TRUE,NA,2.75,3.33333333333333,2.33333333333333,2,5,3,2.5
"EMP0228","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2016-01-30,9.71,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,1,1,2,2,2,4,2,5,4,5,5,5,2,4,4,4,4,2,5,5,2,3,2,4,3,3,2,27,1,TRUE,NA,1.5,3.25,4.75,3.5,4,2.75,3
"EMP0229","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2018-10-23,6.98,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,3,5,1,3,2,2,4,4,2,5,4,5,4,5,4,4,5,1,1,1,1,1,2,4,3,2,27,1,TRUE,"More opportunities for professional development would improve my experience.",2.75,2.75,3.75,4.5,2.75,1.25,3.5
"EMP0229","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2018-10-23,6.98,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,1,3,4,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,4,2,1,1,1,27,1,TRUE,"Clearer communication about organizational priorities would be helpful.",3.25,1.5,1.25,1.5,1,2.25,1
