"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group","employment_end_date","survey_wave","survey_date","eligible","invited","response_probability","responded"
"EMP0517","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","South",2023-08-12,2.18,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE
"EMP0517","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","South",2023-08-12,2.18,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,FALSE
"EMP0518","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-03-01,0.62,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0518","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-03-01,0.62,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0519","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Midwest",2021-06-21,4.32,"3-5 years",2026-02-18,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0519","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Midwest",2021-06-21,4.32,"3-5 years",2026-02-18,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP0520","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2025-02-12,0.67,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE
"EMP0520","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2025-02-12,0.67,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE
"EMP0521","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2023-09-23,2.06,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0521","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2023-09-23,2.06,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0522","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2024-04-16,1.5,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0522","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2024-04-16,1.5,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0523","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2024-02-16,1.66,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0523","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2024-02-16,1.66,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE
"EMP0524","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2021-01-15,4.75,"3-5 years",2026-04-26,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0524","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2021-01-15,4.75,"3-5 years",2026-04-26,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0525","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2023-02-18,2.66,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0525","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2023-02-18,2.66,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0526","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2015-11-05,9.94,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0526","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2015-11-05,9.94,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0527","Client Operations","Customer Support","Manager","People Manager","Remote","Northeast",2005-11-02,19.95,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0527","Client Operations","Customer Support","Manager","People Manager","Remote","Northeast",2005-11-02,19.95,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0528","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-09-23,5.06,"3-5 years",2026-07-13,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0528","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-09-23,5.06,"3-5 years",2026-07-13,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0529","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2014-05-13,11.43,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE
"EMP0529","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2014-05-13,11.43,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,FALSE
"EMP0530","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2024-07-26,1.22,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0530","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2024-07-26,1.22,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE
"EMP0531","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2011-03-10,14.6,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE
"EMP0531","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2011-03-10,14.6,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,FALSE
"EMP0532","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2017-08-08,8.19,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE
"EMP0532","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2017-08-08,8.19,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,FALSE
"EMP0533","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2024-03-16,1.58,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0533","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2024-03-16,1.58,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE
"EMP0534","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-06-11,0.34,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0534","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-06-11,0.34,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0535","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2021-12-22,3.81,"3-5 years",2025-12-11,"Wave 1",2025-10-15,TRUE,TRUE,0.6,FALSE
"EMP0535","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2021-12-22,3.81,"3-5 years",2025-12-11,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP0536","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2016-03-26,9.56,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0536","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2016-03-26,9.56,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0537","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2023-10-17,2,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0537","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2023-10-17,2,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0538","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2025-02-21,0.65,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE
"EMP0538","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2025-02-21,0.65,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0539","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2024-03-25,1.56,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0539","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2024-03-25,1.56,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0540","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-12-28,4.8,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0540","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2020-12-28,4.8,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0541","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2024-12-06,0.86,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.54,TRUE
"EMP0541","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2024-12-06,0.86,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.54,FALSE
"EMP0542","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2021-07-11,4.26,"3-5 years",2025-11-26,"Wave 1",2025-10-15,TRUE,TRUE,0.6,FALSE
"EMP0542","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2021-07-11,4.26,"3-5 years",2025-11-26,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP0543","Client Operations","Customer Support","Professional","Individual Contributor","Remote","South",2025-06-05,0.36,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE
"EMP0543","Client Operations","Customer Support","Professional","Individual Contributor","Remote","South",2025-06-05,0.36,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,TRUE
"EMP0544","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2022-01-26,3.72,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0544","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2022-01-26,3.72,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0545","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2025-01-12,0.76,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0545","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2025-01-12,0.76,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE
"EMP0546","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","South",2014-08-19,11.16,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.57,TRUE
"EMP0546","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","South",2014-08-19,11.16,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.57,TRUE
"EMP0547","Client Operations","Customer Support","Director and Above","People Manager","Hybrid","Northeast",2021-11-09,3.93,"3-5 years",2026-05-10,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE
"EMP0547","Client Operations","Customer Support","Director and Above","People Manager","Hybrid","Northeast",2021-11-09,3.93,"3-5 years",2026-05-10,"Wave 2",2026-04-15,TRUE,TRUE,0.6,FALSE
"EMP0548","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-05-07,0.44,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE
"EMP0548","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-05-07,0.44,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0549","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2024-12-02,0.87,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE
"EMP0549","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2024-12-02,0.87,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0550","Client Operations","Customer Support","Manager","Individual Contributor","Remote","Northeast",2024-02-04,1.69,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.56,FALSE
"EMP0550","Client Operations","Customer Support","Manager","Individual Contributor","Remote","Northeast",2024-02-04,1.69,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,TRUE
"EMP0551","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2024-05-27,1.39,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.56,FALSE
"EMP0551","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2024-05-27,1.39,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,FALSE
"EMP0552","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2021-04-20,4.49,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0552","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2021-04-20,4.49,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,FALSE
"EMP0553","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2019-09-23,6.06,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,FALSE
"EMP0553","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2019-09-23,6.06,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,FALSE
"EMP0554","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2025-10-07,0.02,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0554","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2025-10-07,0.02,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE
"EMP0555","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2023-10-21,1.98,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0555","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2023-10-21,1.98,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0556","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2014-12-26,10.8,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0556","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2014-12-26,10.8,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0557","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2014-10-22,10.98,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0557","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2014-10-22,10.98,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0558","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2023-05-21,2.4,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0558","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2023-05-21,2.4,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0559","Client Operations","Customer Support","Manager","People Manager","On-site","Midwest",2024-08-22,1.15,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0559","Client Operations","Customer Support","Manager","People Manager","On-site","Midwest",2024-08-22,1.15,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0560","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2021-07-22,4.23,"3-5 years",2025-10-31,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0560","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2021-07-22,4.23,"3-5 years",2025-10-31,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP0561","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2022-01-07,3.77,"3-5 years",2025-10-20,"Wave 1",2025-10-15,TRUE,TRUE,0.6,FALSE
"EMP0561","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2022-01-07,3.77,"3-5 years",2025-10-20,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP0562","Client Operations","Customer Support","Manager","People Manager","Hybrid","South",2009-08-16,16.16,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.57,TRUE
"EMP0562","Client Operations","Customer Support","Manager","People Manager","Hybrid","South",2009-08-16,16.16,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.57,TRUE
"EMP0563","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2025-06-28,0.3,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.54,TRUE
"EMP0563","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2025-06-28,0.3,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.54,FALSE
"EMP0564","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2020-01-04,5.78,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0564","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2020-01-04,5.78,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0565","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2015-08-14,10.17,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,FALSE
"EMP0565","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2015-08-14,10.17,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE
"EMP0566","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2017-02-12,8.67,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0566","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2017-02-12,8.67,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0567","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-04-06,1.52,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0567","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-04-06,1.52,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0568","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2025-01-10,0.76,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.54,TRUE
"EMP0568","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2025-01-10,0.76,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.54,TRUE
"EMP0569","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2024-07-12,1.26,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0569","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2024-07-12,1.26,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0570","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","West",2025-03-24,0.56,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.54,FALSE
"EMP0570","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","West",2025-03-24,0.56,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.54,FALSE
"EMP0571","Client Operations","Customer Support","Professional","People Manager","On-site","South",2015-04-23,10.48,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0571","Client Operations","Customer Support","Professional","People Manager","On-site","South",2015-04-23,10.48,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0572","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2011-12-06,13.86,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,FALSE
"EMP0572","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2011-12-06,13.86,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,TRUE
"EMP0573","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2019-01-15,6.75,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0573","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2019-01-15,6.75,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
"EMP0574","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2023-02-07,2.69,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,FALSE
"EMP0574","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2023-02-07,2.69,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,FALSE
"EMP0575","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2006-03-06,19.61,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE
"EMP0575","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2006-03-06,19.61,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,FALSE
"EMP0576","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2015-07-29,10.21,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0576","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2015-07-29,10.21,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0577","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Midwest",2022-11-11,2.93,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0577","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Midwest",2022-11-11,2.93,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE
"EMP0578","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Northeast",2019-11-04,5.95,"3-5 years",2026-07-02,"Wave 1",2025-10-15,TRUE,TRUE,0.58,FALSE
"EMP0578","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Northeast",2019-11-04,5.95,"3-5 years",2026-07-02,"Wave 2",2026-04-15,TRUE,TRUE,0.58,FALSE
"EMP0579","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2014-10-29,10.96,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0579","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2014-10-29,10.96,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0580","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2023-09-12,2.09,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE
"EMP0580","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2023-09-12,2.09,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,FALSE
"EMP0581","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2025-03-17,0.58,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0581","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2025-03-17,0.58,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,FALSE
"EMP0582","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Midwest",2025-01-19,0.74,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE
"EMP0582","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Midwest",2025-01-19,0.74,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.52,TRUE
"EMP0583","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2025-04-10,0.51,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.54,FALSE
"EMP0583","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2025-04-10,0.51,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.54,TRUE
"EMP0584","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2023-03-30,2.55,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE
"EMP0584","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2023-03-30,2.55,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE
"EMP0585","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","South",2025-08-24,0.14,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,FALSE
"EMP0585","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","South",2025-08-24,0.14,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE
"EMP0586","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2020-03-10,5.6,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE
"EMP0586","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2020-03-10,5.6,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE
"EMP0587","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2021-09-04,4.11,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE
"EMP0587","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2021-09-04,4.11,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE
"EMP0588","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2015-02-13,10.67,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,FALSE
"EMP0588","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2015-02-13,10.67,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,FALSE
"EMP0589","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2010-07-12,15.26,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE
"EMP0589","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2010-07-12,15.26,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE
